smiles,hERG,standardized_smiles
CO[C@@H]([C@@H]1Cc2cc3cc(O[C@H]4C[C@@H](O[C@H]5C[C@@H](O)[C@H](O)[C@@H](C)O5)[C@H](O)[C@@H](C)O4)c(C)c(O)c3c(O)c2C(=O)[C@H]1O[C@H]6C[C@@H](O[C@H]7C[C@@H](O[C@H]8C[C@](C)(O)[C@H](O)[C@@H](C)O8)[C@H](O)[C@@H](C)O7)[C@H](O)[C@@H](C)O6)C(=O)[C@@H](O)[C@@H](C)O,172,COC(C(=O)C(O)C(C)O)C1Cc2cc3cc(OC4CC(OC5CC(O)C(O)C(C)O5)C(O)C(C)O4)c(C)c(O)c3c(O)c2C(=O)C1OC1CC(OC2CC(OC3CC(C)(O)C(O)C(C)O3)C(O)C(C)O2)C(O)C(C)O1
CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(O)=O)[C@@H]12,173,CCC(C)C(=O)OC1CC(O)C=C2C=CC(C)C(CCC(O)CC(O)CC(=O)O)C21
O=C1CN(CC2N1CCc3ccccc23)C(=O)C4CCCCC4,174,O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,175,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC
COc1cc(NCc2ccc3nc(N)nc(N)c3c2C)cc(OC)c1OC,176,COc1cc(NCc2ccc3nc(N)nc(N)c3c2C)cc(OC)c1OC
NC(CO)(CO)CO,177,NC(CO)(CO)CO
NC1[C@H]2CN(C[C@@H]12)c3nc4N(C=C(C(O)=O)C(=O)c4cc3F)c5ccc(F)cc5F,178,NC1C2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)CC12
NC(N)=O,179,NC(N)=O
O=C1Oc2ccccc2C=C1,180,O=c1ccc2ccccc2o1
Nc1ccc(cc1)[S](=O)(=O)c2ccc(N)cc2,181,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1
C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@H]3[C@H](CC(=O)[C@]12C)[C@@]4(C)CCC(=O)C[C@H]4CC3=O,182,CC(CCC(=O)O)C1CCC2C3C(=O)CC4CC(=O)CCC4(C)C3CC(=O)C12C
OC1=C(CC2=C(O)Oc3ccccc3C2=O)C(=O)c4ccccc4O1,183,O=c1c(Cc2c(O)oc3ccccc3c2=O)c(O)oc2ccccc12
CCN(CC)CCOC(=O)C1(CCCCC1)C2CCCCC2,184,CCN(CC)CCOC(=O)C1(C2CCCCC2)CCCCC1
CC\C(c1ccc(O)cc1)=C(\CC)c2ccc(O)cc2,185,CCC(=C(CC)c1ccc(O)cc1)c1ccc(O)cc1
C[C@H]1O[C@H](C[C@H](O)[C@@H]1O)O[C@H]2[C@@H](O)C[C@@H](O[C@@H]2C)O[C@H]3[C@@H](O)C[C@@H](O[C@@H]3C)O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5CC[C@]7(C)[C@@H](CC[C@]67O)C8=CC(=O)OC8)C4,186,CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O
C[C@H]1O[C@H](C[C@H](O)[C@@H]1O)O[C@H]2[C@@H](O)C[C@@H](O[C@@H]2C)O[C@H]3[C@@H](O)C[C@@H](O[C@@H]3C)O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]7(C)[C@H](CC[C@]67O)C8=CC(=O)OC8)C4,187,CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O
Clc1ccc2N(C3CCN(CCCN4C(=O)Nc5ccccc45)CC3)C(=O)Nc2c1,188,O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1
CC(CN1c2ccccc2Sc3ccccc13)N(C)C,189,CC(CN1c2ccccc2Sc2ccccc21)N(C)C
CCC(=O)c1ccc2Sc3ccccc3N(CC(C)N(C)C)c2c1,190,CCC(=O)c1ccc2c(c1)N(CC(C)N(C)C)c1ccccc1S2
CC(C)c1cccc(C(C)C)c1O,191,CC(C)c1cccc(C(C)C)c1O
CNCCCC1c2ccccc2C=Cc3ccccc13,192,CNCCCC1c2ccccc2C=Cc2ccccc21
O=C1C=CNN=C1,193,O=c1cc[nH]nc1
Fc1ccccc1C2=NCC(=S)N(CC(F)(F)F)c3ccc(Cl)cc23,194,Fc1ccccc1C1=NCC(=S)N(CC(F)(F)F)c2ccc(Cl)cc21
CO[C@H]1[C@@H](C[C@@H]2CN3CCc4c([nH]c5cc(OC)ccc45)[C@H]3C[C@@H]2[C@@H]1C(=O)OC)OC(=O)\C=C\c6cc(OC)c(OC)c(OC)c6,195,COC(=O)C1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2CC(OC(=O)C=Cc2cc(OC)c(OC)c(OC)c2)C1OC
CO[C@H]1[C@@H](C[C@@H]2CN3CCc4c([nH]c5cc(OC)ccc45)[C@H]3C[C@@H]2[C@@H]1C(=O)OC)OC(=O)c6cc(OC)c(OC)c(OC)c6,196,COC(=O)C1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2CC(OC(=O)c2cc(OC)c(OC)c(OC)c2)C1OC
CCCC(C)C1(CC=C)C(=O)NC(=O)NC1=O,197,C=CCC1(C(C)CCC)C(=O)NC(=O)NC1=O
[H+].[Cl-].Clc1ccc2Sc3ccccc3N(CCCN4CCC5(CC4)NC(=O)CS5)c2c1,198,O=C1CSC2(CCN(CCCN3c4ccccc4Sc4ccc(Cl)cc43)CC2)N1
OC1=C(C2CCC(CC2)c3ccc(Cl)cc3)C(=O)C(=O)c4ccccc14,199,O=C1C(=O)c2ccccc2C(O)=C1C1CCC(c2ccc(Cl)cc2)CC1
OC(=O)CCCCCCCC(O)=O,200,O=C(O)CCCCCCCC(=O)O
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)C(C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)C)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,201,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)CN(C)C(C)C(O)C1(C)O
CCC(C)C(N)C1=NC(CS1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCC(O)=O)C(=O)N[C@@H]([C@@H](C)CC)C(=O)NCCCC[C@@H]2NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](CC(O)=O)NC(=O)[C@H](Cc3[nH]cnc3)NC(=O)[C@@H](Cc4ccccc4)NC(=O)[C@@H](NC(=O)[C@@H](CCCN)NC2=O)[C@@H](C)CC,202,CCC(C)C(N)C1=NC(C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)O)C(=O)NC(C(=O)NCCCCC2NC(=O)C(CC(N)=O)NC(=O)C(CC(=O)O)NC(=O)C(Cc3cnc[nH]3)NC(=O)C(Cc3ccccc3)NC(=O)C(C(C)CC)NC(=O)C(CCCN)NC2=O)C(C)CC)CS1
[Cl-].CC(C[N+](C)(C)C)OC(N)=O,203,CC(C[N+](C)(C)C)OC(N)=O
CC[N+](C)(C)Cc1ccccc1Br.Cc2ccc(cc2)[S]([O-])(=O)=O,204,CC[N+](C)(C)Cc1ccccc1Br
CC(C)C[C@@H]1N2C(=O)[C@](NC(=O)[C@H]3CN(C)[C@@H]4Cc5c(Br)[nH]c6cccc(C4=C3)c56)(O[C@@]2(O)[C@@H]7CCCN7C1=O)C(C)C,205,CC(C)CC1C(=O)N2CCCC2C2(O)OC(NC(=O)C3C=C4c5cccc6[nH]c(Br)c(c56)CC4N(C)C3)(C(C)C)C(=O)N12
c12[C@]34[C@@]56[C@H]([N@@](CC7CC7)CC4)Cc2ccc(c1O[C@H]3[C@](OC)([C@H](C5)[C@](C(C)(C)C)(C)O)CC6)O,206,COC12CCC3(CC1C(C)(O)C(C)(C)C)C1Cc4ccc(O)c5c4C3(CCN1CC1CC1)C2O5
NCCc1ccc(O)c(O)c1,207,NCCc1ccc(O)c(O)c1
COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(=O)CO,208,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1
O.C[C@@H]1[C@H]2[C@H](O)[C@H]3[C@H](N(C)C)C(=O)C(=C(N)/O)/C(=O)[C@@]3(O)C(=O)C2=C(O)c4c(O)cccc14,209,CC1c2cccc(O)c2C(O)=C2C(=O)C3(O)C(=O)C(=C(N)O)C(=O)C(N(C)C)C3C(O)C21
[Cl].CCCCOc1ccc(cc1)C(=O)CCN2CCCCC2,210,CCCCOc1ccc(C(=O)CCN2CCCCC2)cc1
Clc1ccc(COC(Cn2ccnc2)c3ccc(Cl)cc3Cl)cc1,211,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1
CC(C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@@H](C)NC(=O)[C@@H](N)Cc2ccc(O)cc2)C(N)=O,212,CC(NC(=O)C(N)Cc1ccc(O)cc1)C(=O)NCC(=O)NC(Cc1ccccc1)C(=O)NC(C(N)=O)C(C)C
CN[C@@H](C)[C@H](O)c1ccccc1,213,CNC(C)C(O)c1ccccc1
CNC[C@H](O)c1ccc(O)c(O)c1,214,CNCC(O)c1ccc(O)c(O)c1
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,215,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(=O)C(C)C(O)C1(C)O
C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O,216,CC12CCC3c4ccc(O)cc4CCC3C1CCC2O
Nc1c2CCCCc2nc3ccccc13,217,Nc1c2c(nc3ccccc13)CCCC2
CN1C(=O)C(O)N=C(c2ccccc2)c3cc(Cl)ccc13,218,CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21
COc1cc2CCN3CC(CC(C)C)C(=O)CC3c2cc1OC,219,COc1cc2c(cc1OC)C1CC(=O)C(CC(C)C)CN1CC2
CCCCCc1cc(O)c2[C@@H]3C=C(C)CC[C@H]3C(C)(C)Oc2c1,220,CCCCCc1cc(O)c2c(c1)OC(C)(C)C1CCC(C)=CC21
COC1=CC=C2[C@H]3Cc4ccc(OC)c5O[C@@H]1[C@]2(CCN3C)c45,221,COC1=CC=C2C3Cc4ccc(OC)c5c4C2(CCN3C)C1O5
CCSc1ccc2Sc3ccccc3N(CCCN4CCN(C)CC4)c2c1,222,CCSc1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2
CSc1ccc2Sc3ccccc3N(CCC4CCCCN4C)c2c1,223,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2
CN1CCN(CC/C=C/2c3ccccc3Sc4ccc(cc24)[S](=O)(=O)N(C)C)CC1,224,CN1CCN(CCC=C2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1
[Cl-].N[C@@H]1C[C@H]1c2ccccc2.[H+],225,NC1CC1c1ccccc1
Clc1cccc(c1)N2CCN(CCCN3N=C4C=CC=CN4C3=O)CC2,226,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12
C[S](=O)(=O)OCCCCO[S](C)(=O)=O,227,CS(=O)(=O)OCCCCOS(C)(=O)=O
CC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)C3=CCC=CC3)C2=O)C(O)=O,228,CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)C3=CCC=CC3)C2SC1
CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,229,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12
O.COC1CN(CCCOc2ccc(F)cc2)CCC1NC(=O)c3cc(Cl)c(N)cc3OC,230,COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(F)cc2)CC1OC
Nc1nc(Cl)nc2n(cnc12)[C@H]3C[C@H](O)[C@@H](CO)O3,231,Nc1nc(Cl)nc2c1ncn2C1CC(O)C(CO)O1
[Br-].C[N+]12CCC(CC1)C(C2)OC(=O)C(O)(c3ccccc3)c4ccccc4,232,C[N+]12CCC(CC1)C(OC(=O)C(O)(c1ccccc1)c1ccccc1)C2
C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CCC2=O,233,CC12CCC3c4ccc(O)cc4CCC3C1CCC2=O
CCC(=C)C(=O)c1ccc(OCC(O)=O)c(Cl)c1Cl,234,C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl
C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@]2(O)C#C,235,C#CC1(O)CCC2C3CCc4cc(O)ccc4C3CCC21C
CC(Cc1ccc(O)cc1)NCC(O)c2cc(O)cc(O)c2,236,CC(Cc1ccc(O)cc1)NCC(O)c1cc(O)cc(O)c1
OC[C@H]1O[C@H](C[C@@H]1O)N2C=C(F)C(=O)NC2=O,237,O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1F
Cc1onc(c1C(=O)N[C@H]2[C@H]3SC(C)(C)[C@@H](N3C2=O)C(O)=O)c4c(F)cccc4Cl,238,Cc1onc(-c2c(F)cccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O
FC1=CNC(=O)NC1=O,239,O=c1[nH]cc(F)c(=O)[nH]1
N[S](=O)(=O)c1cc(C(O)=O)c(NCc2occc2)cc1Cl,240,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl
NC1=NC(=O)c2ncn(COC(CO)CO)c2N1,241,Nc1nc(=O)c2ncn(COC(CO)CO)c2[nH]1
[Br-].C[N+]1(C)CCC(C1)OC(=O)C(O)(C2CCCC2)c3ccccc3,242,C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1
OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3cccc(c3)C(F)(F)F,243,O=C(CCCN1CCC(O)(c2cccc(C(F)(F)F)c2)CC1)c1ccc(F)cc1
CN(C)CCCN1c2ccccc2Sc3ccc(cc13)C(F)(F)F,244,CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21
CN1CCN(CCCN2c3ccccc3Sc4ccc(cc24)C(F)(F)F)CC1,245,CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1
OC(CCN1CCCCC1)(C2CCCCC2)c3ccccc3,246,OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1
COc1cc(cc(OC)c1OC)C(=O)N2CCOCC2,247,COc1cc(C(=O)N2CCOCC2)cc(OC)c1OC
CC(CN(C)C)CN1c2ccccc2CCc3ccccc13,248,CC(CN(C)C)CN1c2ccccc2CCc2ccccc21
CCCCNC(=O)OCC(C)(CCC)COC(N)=O,249,CCCCNC(=O)OCC(C)(CCC)COC(N)=O
OCC1OC(C(O)C1O)N2C=CC(=O)NC2=O,250,O=c1ccn(C2OC(CO)C(O)C2O)c(=O)[nH]1
CCCC(CCC)C(O)=O,251,CCCC(CCC)C(=O)O
CN(C)C/C=C(/c1ccc(Br)cc1)c2cccnc2,252,CN(C)CC=C(c1ccc(Br)cc1)c1cccnc1
CC(C)N=C1C=C2N(c3ccc(Cl)cc3)c4ccccc4N=C2C=C1Nc5ccc(Cl)cc5,253,CC(C)N=c1cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1
OC(COc1ccc2OC(=CC(=O)c2c1)C(O)=O)COc3cccc4OC(=CC(=O)c34)C(O)=O,255,O=C(O)c1cc(=O)c2cc(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)ccc2o1
NC1CONC1=O,256,NC1CONC1=O
NC(=O)NO,257,NC(=O)NO
[Br-].CC(C)[N+]1(C)C2CCC1CC(C2)OC(=O)C(CO)c3ccccc3,258,CC(C)[N+]1(C)C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2
NC(N)=N\N=C\c1c(Cl)cccc1Cl,259,NC(N)=NN=Cc1c(Cl)cccc1Cl
NC(N)=NCCN1CCCCCCC1,260,NC(N)=NCCN1CCCCCCC1
CN1C2CCC1CC(C2)OC(=O)C(O)c3ccccc3,261,CN1C2CCC1CC(OC(=O)C(O)c1ccccc1)C2
NNc1nncc2ccccc12,262,NNc1nncc2ccccc12
N[S](=O)(=O)c1cc2c(NCN[S]2(=O)=O)cc1Cl,263,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O
C[C@]12CCC(=O)C=C1CC[C@H]3[C@@H]4CC[C@](O)(C(=O)CO)[C@@]4(C)C[C@H](O)[C@H]23,264,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO
N[S](=O)(=O)c1cc2c(NCN[S]2(=O)=O)cc1C(F)(F)F,265,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NCNS2(=O)=O
CC(C)Cc1ccc(cc1)C(C)C(O)=O,266,CC(C)Cc1ccc(C(C)C(=O)O)cc1
COc1ccc2n(c(C)c(CC(O)=O)c2c1)C(=O)c3ccc(Cl)cc3,267,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1
CCCN(CCC)CCc1ccc(c2c1CC(N2)=C)O,270,C=C1Cc2c(CCN(CCC)CCC)ccc(O)c2N1
Cc1nnc2CN=C(c3ccccc3)c4cc(Cl)ccc4n12,272,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2
ClCCNC(=O)N(CCCl)N=O,273,O=NN(CCCl)C(=O)NCCCl
CCC(C)N1N=CN(C1=O)c2ccc(cc2)N3CCN(CC3)c4ccc(OC[C@H]5CO[C@@](Cn6cncn6)(O5)c7ccc(Cl)cc7Cl)cc4,274,CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O
NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(O)C(O)C1O,275,NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(O)C(O)C1O
CC(C(O)=O)c1cccc(c1)C(=O)c2ccccc2,276,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1
OC(=O)C1CCn2c1ccc2C(=O)c3ccccc3,277,O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O
C[C@H](N)[C@H](O)c1cccc(O)c1,278,CC(N)C(O)c1cccc(O)c1
NNC(=O)c1ccncc1,279,NNC(=O)c1ccncc1
CC(C)NCC(O)c1ccc(O)c(O)c1,280,CC(C)NCC(O)c1ccc(O)c(O)c1
OC[C@H]1O[C@@H](OC2=C(Oc3cc(O)cc(O)c3C2=O)c4ccc(O)c(O)c4)[C@H](O)[C@@H](O)[C@@H]1O,281,O=c1c(OC2OC(CO)C(O)C(O)C2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12
CC(=O)N1CCN(CC1)c2ccc(OC[C@H]3CO[C@@](Cn4ccnc4)(O3)c5ccc(Cl)cc5Cl)cc2,282,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1
CC(CCc1ccccc1)NCC(O)c2ccc(O)c(c2)C(N)=O,283,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1
N[C@@H](Cc1ccc(O)c(O)c1)C(O)=O,284,NC(Cc1ccc(O)c(O)c1)C(=O)O
OCC(O)C(O)C(O)C(O)CO,285,OCC(O)C(O)C(O)C(O)CO
CN(C)C1C2C(O)C3C(=C)c4c(Cl)ccc(O)c4C(=C3C(=O)C2(O)C(=O)\C(=C(N)/O)C1=O)O,286,C=C1c2c(Cl)ccc(O)c2C(O)=C2C(=O)C3(O)C(=O)C(=C(N)O)C(=O)C(N(C)C)C3C(O)C12
Cc1ccc(Cl)c(Nc2ccccc2C(O)=O)c1Cl,287,Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl
Cc1cccc(Nc2ccccc2C(O)=O)c1C,288,Cc1cccc(Nc2ccccc2C(=O)O)c1C
CN=C(NCCSCc1nc[nH]c1C)NC#N,289,CN=C(NC#N)NCCSCc1nc[nH]c1C
Clc1cccc(Cl)c1NC2=NCCN2,290,Clc1cccc(Cl)c1NC1=NCCN1
OC[C@@H]1CC[C@@H](O1)n2cnc3C(=O)N=CNc23,291,O=c1nc[nH]c2c1ncn2C1CCC(CO)O1
COCCc1ccc(OCC(O)CNC(C)C)cc1,292,COCCc1ccc(OCC(O)CNC(C)C)cc1
Cc1ncc(n1CCO)[N+]([O-])=O,293,Cc1ncc([N+](=O)[O-])n1CCO
CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@H](C[C@]12C)c5ccc(cc5)N(C)C,294,CC#CC1(O)CCC2C3CCC4=CC(=O)CCC4=C3C(c3ccc(N(C)C)cc3)CC21C
C1[C@@H]2[C@](C(=C3C(c4c(ccc(c4C[C@@H]13)N(C)C)O)=O)O)(C(C(C(N)=O)=C([C@H]2N(C)C)O)=O)O,295,CN(C)c1ccc(O)c2c1CC1CC3C(N(C)C)C(O)=C(C(N)=O)C(=O)C3(O)C(O)=C1C2=O
Clc1ccc(cc1)C(=O)NCCN2CCOCC2,296,O=C(NCCN1CCOCC1)c1ccc(Cl)cc1
[Br-].CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc3ccccc13)C(C)C,297,CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc2ccccc21)C(C)C
NC(=O)c1cnccn1,298,NC(=O)c1cnccn1
[Br-].CN(C)C(=O)Oc1ccc[n+](C)c1,299,CN(C)C(=O)Oc1ccc[n+](C)c1
CCc1nc(N)nc(N)c1c2ccc(Cl)cc2,300,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1
NC(Cc1ccc(cc1)N(CCCl)CCCl)C(O)=O,302,NC(Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O
[Br-].C[N+]1(C)CCCC(C1)OC(=O)C(O)(c2ccccc2)c3ccccc3,303,C[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1
COc1ccc(CN(CCN(C)C)c2ccccn2)cc1,304,COc1ccc(CN(CCN(C)C)c2ccccn2)cc1
C1CN2CCC1C(C2)CN3c4ccccc4Sc5ccccc35,305,c1ccc2c(c1)Sc1ccccc1N2CC1CN2CCC1CC2
COc1ccc2[C@H]3CC[C@@]4(C)[C@@H](CC[C@@]4(O)C#C)[C@@H]3CCc2c1,306,C#CC1(O)CCC2C3CCc4cc(OC)ccc4C3CCC21C
CC[N+](C)(CC)CCOC(=O)C1c2ccccc2Oc3ccccc13,307,CC[N+](C)(CC)CCOC(=O)C1c2ccccc2Oc2ccccc21
CN(Cc1cnc2nc(N)nc(N)c2n1)c3ccc(cc3)C(=O)N[C@@H](CCC(O)=O)C(O)=O,308,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1
CN1C(CCl)Nc2cc(Cl)c(cc2[S]1(=O)=O)[S](N)(=O)=O,309,CN1C(CCl)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O
C[C@](N)(Cc1ccc(O)c(O)c1)C(O)=O,310,CC(N)(Cc1ccc(O)c(O)c1)C(=O)O
[Cl-].[Cl-].[Cl-].COc1cccnc1CCCCNC2=NC=C(Cc3ccc(C)nc3)C(=O)N2.[H+].[H+].[H+],311,COc1cccnc1CCCCNc1ncc(Cc2ccc(C)nc2)c(=O)[nH]1
Cc1ccc(CC2=CN=C(NCCSCc3oc(cc3)C(C)(C)N)NC2=O)cn1,313,Cc1ccc(Cc2cnc(NCCSCc3ccc(C(C)(C)N)o3)[nH]c2=O)cn1
CN1CCN2C(C1)c3ccccc3Cc4ccccc24,314,CN1CCN2c3ccccc3Cc3ccccc3C2C1
Cc1ncc2CN=C(c3ccccc3F)c4cc(Cl)ccc4n12,315,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2
CC(C)[C@H](NC(=O)N(C)Cc1csc(n1)C(C)C)C(=O)N[C@H](C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc3scnc3)Cc4ccccc4,316,CC(C)c1nc(CN(C)C(=O)NC(C(=O)NC(Cc2ccccc2)CC(O)C(Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1
FCOC(C(F)(F)F)C(F)(F)F,318,FCOC(C(F)(F)F)C(F)(F)F
[Na+].CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C([O-])=O)c1I,319,CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)[O-])c1I
CC(C)NCC(O)c1ccc(N[S](C)(=O)=O)cc1,320,CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1
CC1=CN([C@@H]2O[C@H](CO)C=C2)C(=O)NC1=O,321,Cc1cn(C2C=CC(CO)O2)c(=O)[nH]c1=O
CN[C@H]1[C@H](O)[C@@H](O)[C@H](CO)O[C@H]1O[C@H]2[C@@H](O[C@@H](C)[C@]2(O)C=O)O[C@H]3[C@H](O)[C@@H](O)[C@H](N=C(N)N)[C@@H](O)[C@@H]3N=C(N)N,322,CNC1C(OC2C(OC3C(O)C(O)C(N=C(N)N)C(O)C3N=C(N)N)OC(C)C2(O)C=O)OC(CO)C(O)C1O
Nc1ccc(cc1)[S](=O)(=O)Nc2ncccn2,323,Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1
Cc1noc(N[S](=O)(=O)c2ccc(N)cc2)c1C,324,Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C
C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]4(C)C=CC(=O)C=C14,325,CC1CC2C(C(O)CC3(C)C2CCC3(O)C(=O)CO)C2(C)C=CC(=O)C=C12
Clc1ccc(COC(Cn2ccnc2)c3ccc(Cl)cc3Cl)c(Cl)c1,326,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@H]2O,327,CC12CCC3C4CCC(=O)C=C4CCC3C1CCC2O
CCOC(=O)C(C1=C(O)Oc2ccccc2C1=O)C3=C(O)Oc4ccccc4C3=O,328,CCOC(=O)C(c1c(O)oc2ccccc2c1=O)c1c(O)oc2ccccc2c1=O
OCc1cccnc1,329,OCc1cccnc1
